Localidade;Ano;Federal;Estadual;Municipal;Particular
Aruanã;2007;;2;3;1
Aruanã;2008;;2;3;1
Aruanã;2009;;2;3;
Aruanã;2010;;2;3;
Aruanã;2011;;2;3;
Aruanã;2012;;2;3;
Aruanã;2013;;2;3;1
Aruanã;2014;;2;3;1
Aruanã;2015;;2;3;
Aruanã;2016;;2;3;
Aruanã;2017;;2;3;
Aurilândia;2002;;2;2;
Aurilândia;2003;;2;2;
Aurilândia;2004;;2;2;
Aurilândia;2005;;2;1;
Aurilândia;2006;;2;1;
Aurilândia;2007;;2;1;
Aurilândia;2008;;1;1;
Aurilândia;2009;;1;1;
Aurilândia;2010;;1;1;
Aurilândia;2011;;1;1;
Aurilândia;2012;;1;1;
Aurilândia;2013;;1;1;
Aurilândia;2014;;1;1;
Aurilândia;2015;;1;1;
Aurilândia;2016;;1;1;
Aurilândia;2017;;1;1;
Avelinópolis;2002;;1;1;
Avelinópolis;2003;;1;1;
Avelinópolis;2004;;1;1;
Avelinópolis;2005;;1;1;
Avelinópolis;2006;;1;1;
Avelinópolis;2007;;1;1;
Avelinópolis;2008;;1;1;
Avelinópolis;2009;;1;1;
Avelinópolis;2010;;1;1;
Avelinópolis;2011;;1;1;
Avelinópolis;2012;;1;1;
Avelinópolis;2013;;1;1;
Avelinópolis;2014;;1;1;
Avelinópolis;2015;;1;1;
Avelinópolis;2016;;1;1;
Avelinópolis;2017;;1;1;
Baliza;2002;;2;2;
Baliza;2003;;2;2;
Baliza;2004;;2;2;
Baliza;2005;;2;2;
Baliza;2006;;2;2;
Baliza;2007;;2;2;
Baliza;2008;;2;2;
Baliza;2009;;2;2;
Baliza;2010;;2;2;
Baliza;2011;;3;2;
Baliza;2012;;3;2;
Baliza;2013;;3;2;
Baliza;2014;;3;2;
Baliza;2015;;3;2;
Baliza;2016;;3;2;
Baliza;2017;;3;2;
Barro Alto;2002;;2;10;
Barro Alto;2003;;2;10;
Barro Alto;2004;;2;10;
Barro Alto;2005;;2;8;
Barro Alto;2006;;2;8;1
Barro Alto;2007;;2;8;1
Barro Alto;2008;;2;8;1
Barro Alto;2009;;2;8;1
Barro Alto;2010;;2;11;1
Barro Alto;2011;;2;11;1
Barro Alto;2012;;2;11;1
Barro Alto;2013;;2;11;1
Barro Alto;2014;;2;11;1
Barro Alto;2015;;2;11;1
Barro Alto;2016;;2;11;1
Barro Alto;2017;;2;11;1
Bela Vista de Goiás;2002;;3;17;7
Bela Vista de Goiás;2003;;3;17;7
Bela Vista de Goiás;2004;;7;14;6
Bela Vista de Goiás;2005;;6;13;7
Bela Vista de Goiás;2006;;6;14;7
Bela Vista de Goiás;2007;;6;9;4
Bela Vista de Goiás;2008;;6;6;5
Bela Vista de Goiás;2009;;6;7;7
Bela Vista de Goiás;2010;;6;7;4
Bela Vista de Goiás;2011;;6;7;4
Bela Vista de Goiás;2012;;6;7;4
Bela Vista de Goiás;2013;;6;7;4
Bela Vista de Goiás;2014;;6;8;4
Bela Vista de Goiás;2015;;6;8;4
Bela Vista de Goiás;2016;;6;10;4
Bela Vista de Goiás;2017;;6;10;5
Bom Jardim de Goiás;2002;;2;5;1
Bom Jardim de Goiás;2003;;3;4;1
Bom Jardim de Goiás;2004;;3;4;1
Bom Jardim de Goiás;2005;;3;3;1
Bom Jardim de Goiás;2006;;3;3;1
Bom Jardim de Goiás;2007;;4;2;1
Bom Jardim de Goiás;2008;;4;1;1
Bom Jardim de Goiás;2009;;4;1;1
Bom Jardim de Goiás;2010;;4;1;1
Bom Jardim de Goiás;2011;;4;1;1
Bom Jardim de Goiás;2012;;3;1;1
Bom Jardim de Goiás;2013;;3;1;1
Bom Jardim de Goiás;2014;;3;1;1
Bom Jardim de Goiás;2015;;3;1;1
Bom Jardim de Goiás;2016;;3;1;1
Bom Jardim de Goiás;2017;;3;1;1
Bom Jesus de Goiás;2002;;2;8;5
Bom Jesus de Goiás;2003;;2;9;5
Bom Jesus de Goiás;2004;;2;8;5
Bom Jesus de Goiás;2005;;2;8;4
Bom Jesus de Goiás;2006;;2;8;4
Bom Jesus de Goiás;2007;;2;8;4
Bom Jesus de Goiás;2008;;2;7;4
Bom Jesus de Goiás;2009;;2;7;5
Bom Jesus de Goiás;2010;;2;8;4
Bom Jesus de Goiás;2011;;2;8;4
Bom Jesus de Goiás;2012;;2;8;4
Bom Jesus de Goiás;2013;;2;9;3
Bom Jesus de Goiás;2014;;2;10;3
Bom Jesus de Goiás;2015;;2;11;3
Bom Jesus de Goiás;2016;;2;11;3
Bom Jesus de Goiás;2017;;2;11;2
Bonfinópolis;2002;;2;1;1
Bonfinópolis;2003;;2;1;1
Bonfinópolis;2004;;2;2;1
Bonfinópolis;2005;;2;2;1
Bonfinópolis;2006;;2;2;
Bonfinópolis;2007;;2;2;
Bonfinópolis;2008;;2;2;
Bonfinópolis;2009;;2;3;
Bonfinópolis;2010;;2;3;
Bonfinópolis;2011;;2;4;
Bonfinópolis;2012;;2;4;
Bonfinópolis;2013;;2;4;
Bonfinópolis;2014;;2;4;
Bonfinópolis;2015;;2;5;
Bonfinópolis;2016;;2;5;
Bonfinópolis;2017;;2;5;
Bonópolis;2002;;1;3;
Bonópolis;2003;;1;3;
Bonópolis;2004;;1;3;
Bonópolis;2005;;1;3;
Bonópolis;2006;;1;3;
Bonópolis;2007;;1;3;
Bonópolis;2008;;1;3;
Bonópolis;2009;;1;3;
Bonópolis;2010;;1;3;
Bonópolis;2011;;1;3;
Bonópolis;2012;;1;3;
Bonópolis;2013;;1;3;
Bonópolis;2014;;1;3;
Bonópolis;2015;;1;3;
Bonópolis;2016;;1;3;
Bonópolis;2017;;1;3;
Brazabrantes;2002;;3;2;
Brazabrantes;2003;;3;2;
Brazabrantes;2004;;3;2;
Brazabrantes;2005;;2;3;
Brazabrantes;2006;;2;3;
Brazabrantes;2007;;2;3;
Brazabrantes;2008;;2;3;
Brazabrantes;2009;;2;3;
Brazabrantes;2010;;2;3;
Brazabrantes;2011;;2;3;
Brazabrantes;2012;;2;3;
Brazabrantes;2013;;2;3;
Brazabrantes;2014;;2;3;
Brazabrantes;2015;;2;3;
Brazabrantes;2016;;2;3;
Brazabrantes;2017;;2;3;
Britânia;2002;;1;8;1
Britânia;2003;;3;6;1
Britânia;2004;;3;6;1
Britânia;2005;;3;6;1
Britânia;2006;;3;5;1
Britânia;2007;;3;4;1
Britânia;2008;;3;4;1
Britânia;2009;;3;3;1
Britânia;2010;;3;3;1
Britânia;2011;;3;3;1
Britânia;2012;;3;3;1
Britânia;2013;;3;3;
Britânia;2014;;2;3;
Britânia;2015;;2;4;
Britânia;2016;;2;4;
Britânia;2017;;2;4;
Buriti Alegre;2002;;5;3;2
Buriti Alegre;2003;;5;3;2
Buriti Alegre;2004;;5;3;2
Buriti Alegre;2005;;4;3;2
Buriti Alegre;2006;;4;3;2
Buriti Alegre;2007;;3;4;2
Buriti Alegre;2008;;3;4;2
Buriti Alegre;2009;;3;4;2
Buriti Alegre;2010;;3;4;2
Buriti Alegre;2011;;3;5;1
Buriti Alegre;2012;;3;5;1
Buriti Alegre;2013;;3;6;1
Buriti Alegre;2014;;3;6;
Buriti Alegre;2015;;3;6;
Buriti Alegre;2016;;3;7;1
Buriti Alegre;2017;;3;7;1
Buriti de Goiás;2002;;2;2;
Buriti de Goiás;2003;;2;2;
Buriti de Goiás;2004;;1;2;
Buriti de Goiás;2005;;1;2;
Buriti de Goiás;2006;;1;2;
Buriti de Goiás;2007;;1;1;
Buriti de Goiás;2008;;1;1;
Buriti de Goiás;2009;;1;1;
Buriti de Goiás;2010;;1;1;
Buriti de Goiás;2011;;1;1;
Buriti de Goiás;2012;;1;1;
Buriti de Goiás;2013;;1;1;
Buriti de Goiás;2014;;1;1;
Buriti de Goiás;2015;;1;1;
Buriti de Goiás;2016;;1;2;
Buriti de Goiás;2017;;1;2;
Buritinópolis;2002;;2;7;
Buritinópolis;2003;;2;7;
Buritinópolis;2004;;2;7;
Buritinópolis;2005;;2;5;
Buritinópolis;2006;;1;7;
Buritinópolis;2007;;1;7;
Buritinópolis;2008;;1;6;
Buritinópolis;2009;;1;4;
Buritinópolis;2010;;1;4;
Buritinópolis;2011;;1;4;
Buritinópolis;2012;;1;4;
Buritinópolis;2013;;1;4;
Buritinópolis;2014;;1;4;
Buritinópolis;2015;;1;3;
Buritinópolis;2016;;1;3;
Buritinópolis;2017;;1;3;
Cabeceiras;2002;;4;7;1
Cabeceiras;2003;;4;7;1
Cabeceiras;2004;;4;7;1
Cabeceiras;2005;;4;7;1
Cabeceiras;2006;;4;7;1
Cabeceiras;2007;;4;7;1
Cabeceiras;2008;;4;7;1
Cabeceiras;2009;;4;7;1
Cabeceiras;2010;;3;7;1
Cabeceiras;2011;;3;6;1
Cabeceiras;2012;;3;6;1
Cabeceiras;2013;;3;7;1
Cabeceiras;2014;;3;7;1
Cabeceiras;2015;;3;7;1
Cabeceiras;2016;;3;7;1
Cabeceiras;2017;;3;7;1
Cachoeira Alta;2002;;4;5;1
Cachoeira Alta;2003;;4;5;1
Cachoeira Alta;2004;;4;4;1
Cachoeira Alta;2005;;4;5;1
Cachoeira Alta;2006;;4;6;1
Cachoeira Alta;2007;;4;6;1
Cachoeira Alta;2008;;4;6;1
Cachoeira Alta;2009;;4;5;1
Cachoeira Alta;2010;;4;4;1
Cachoeira Alta;2011;;3;4;1
Cachoeira Alta;2012;;3;4;1
Cachoeira Alta;2013;;3;4;1
Cachoeira Alta;2014;;3;4;1
Cachoeira Alta;2015;;3;4;1
Cachoeira Alta;2016;;3;4;1
Cachoeira Alta;2017;;3;4;1
Cachoeira de Goiás;2002;;1;1;
Cachoeira de Goiás;2003;;1;1;
Cachoeira de Goiás;2004;;1;1;
Cachoeira de Goiás;2005;;1;1;
Cachoeira de Goiás;2006;;1;1;
Cachoeira de Goiás;2007;;1;1;
Cachoeira de Goiás;2008;;1;1;
Cachoeira de Goiás;2009;;1;1;
Cachoeira de Goiás;2010;;1;1;
Cachoeira de Goiás;2011;;1;1;
Cachoeira de Goiás;2012;;1;1;
Cachoeira de Goiás;2013;;1;1;
Cachoeira de Goiás;2014;;1;1;
Cachoeira de Goiás;2015;;1;1;
Cachoeira de Goiás;2016;;1;1;
Cachoeira de Goiás;2017;;1;1;
Cachoeira Dourada;2002;;1;5;1
Cachoeira Dourada;2003;;1;6;1
Cachoeira Dourada;2004;;1;6;1
Cachoeira Dourada;2005;;1;6;1
Cachoeira Dourada;2006;;1;6;1
Cachoeira Dourada;2007;;1;6;1
Cachoeira Dourada;2008;;1;6;1
Cachoeira Dourada;2009;;1;6;1
Cachoeira Dourada;2010;;1;6;1
Cachoeira Dourada;2011;;1;6;1
Cachoeira Dourada;2012;;1;6;
Cachoeira Dourada;2013;;1;6;
Cachoeira Dourada;2014;;1;6;
Cachoeira Dourada;2015;;1;6;
Cachoeira Dourada;2016;;1;6;
Cachoeira Dourada;2017;;1;5;
Caçu;2002;;4;6;4
Caçu;2003;;2;7;5
Caçu;2004;;2;6;5
Caçu;2005;;2;6;5
Caçu;2006;;2;6;5
Caçu;2007;;2;6;5
Caçu;2008;;2;6;5
Caçu;2009;;2;6;4
Caçu;2010;;2;7;4
Caçu;2011;;2;7;4
Caçu;2012;;2;7;3
Caçu;2013;;2;7;3
Caçu;2014;;2;7;3
Caçu;2015;;2;7;3
Caçu;2016;;1;7;3
Caçu;2017;;1;7;3
Caiapônia;2002;;6;12;3
Caiapônia;2003;;5;13;2
Caiapônia;2004;;4;12;1
Caiapônia;2005;;4;12;1
Caiapônia;2006;;4;12;2
Caiapônia;2007;;4;12;1
Caiapônia;2008;;4;12;2
Caiapônia;2009;;5;12;2
Caiapônia;2010;;5;12;2
Caiapônia;2011;;5;12;1
Caiapônia;2012;;5;12;2
Caiapônia;2013;;5;12;1
Caiapônia;2014;;5;12;1
Caiapônia;2015;;5;11;1
Caiapônia;2016;;5;12;1
Caiapônia;2017;;5;11;1
Caldas Novas;2002;;8;20;17
Caldas Novas;2003;;8;19;16
Caldas Novas;2004;;8;19;19
Caldas Novas;2005;;8;19;20
Caldas Novas;2006;;8;25;19
Caldas Novas;2007;;8;25;16
Caldas Novas;2008;;8;28;19
Caldas Novas;2009;;8;27;20
Caldas Novas;2010;;8;26;20
Caldas Novas;2011;;8;25;21
Caldas Novas;2012;;8;26;20
Caldas Novas;2013;;8;29;18
Caldas Novas;2014;;8;29;19
Caldas Novas;2015;;8;29;19
Caldas Novas;2016;;8;32;23
Caldas Novas;2017;;9;32;23
Caldazinha;2002;;1;6;
Caldazinha;2003;;1;5;
Caldazinha;2004;;1;5;
Caldazinha;2005;;1;4;
Caldazinha;2006;;1;3;
Caldazinha;2007;;1;3;
Caldazinha;2008;;1;3;
Caldazinha;2009;;1;2;
Caldazinha;2010;;1;2;
Caldazinha;2011;;1;2;
Caldazinha;2012;;1;2;
Caldazinha;2013;;1;2;
Caldazinha;2014;;1;2;
Caldazinha;2015;;1;2;
Caldazinha;2016;;1;2;
Caldazinha;2017;;1;2;
Campestre de Goiás;2002;;2;1;
Campestre de Goiás;2003;;2;1;
Campestre de Goiás;2004;;2;1;
Campestre de Goiás;2005;;2;1;
Campestre de Goiás;2006;;2;1;
Campestre de Goiás;2007;;2;1;
Campestre de Goiás;2008;;2;2;
Campestre de Goiás;2009;;2;2;
Campestre de Goiás;2010;;2;2;
Campestre de Goiás;2011;;2;2;
Campestre de Goiás;2012;;2;2;
Campestre de Goiás;2013;;2;2;
Campestre de Goiás;2014;;2;2;
Campestre de Goiás;2015;;2;2;
Campestre de Goiás;2016;;2;2;
Campestre de Goiás;2017;;2;2;
Campinaçu;2002;;2;7;
Campinaçu;2003;;2;6;
Campinaçu;2004;;2;6;
Campinaçu;2005;;2;5;
Campinaçu;2006;;2;4;
Campinaçu;2007;;2;4;
Campinaçu;2008;;2;4;
Campinaçu;2009;;2;4;
Campinaçu;2010;;2;4;
Campinaçu;2011;;2;4;
Campinaçu;2012;;2;4;
Campinaçu;2013;;2;3;
Campinaçu;2014;;2;3;
Campinaçu;2015;;2;3;
Campinaçu;2016;;2;3;
Campinaçu;2017;;2;3;
Campinorte;2002;;3;11;1
Campinorte;2003;;3;10;1
Campinorte;2004;;3;10;1
Campinorte;2005;;3;9;1
Campinorte;2006;;3;9;1
Campinorte;2007;;3;10;1
Campinorte;2008;;3;10;1
Campinorte;2009;;3;8;2
Campinorte;2010;;3;7;1
Campinorte;2011;;3;7;1
Campinorte;2012;;3;7;1
Campinorte;2013;;3;7;1
Campinorte;2014;;3;7;1
Campinorte;2015;;3;7;1
Campinorte;2016;;3;7;1
Campinorte;2017;;3;7;1
Campo Alegre de Goiás;2002;;1;10;
Campo Alegre de Goiás;2003;;1;8;
Campo Alegre de Goiás;2004;;1;8;
Campo Alegre de Goiás;2005;;1;8;
Campo Alegre de Goiás;2006;;1;9;
Campo Alegre de Goiás;2007;;1;6;
Campo Alegre de Goiás;2008;;1;5;
Campo Alegre de Goiás;2009;;1;5;
Campo Alegre de Goiás;2010;;1;5;
Campo Alegre de Goiás;2011;;1;5;
Campo Alegre de Goiás;2012;;1;5;
Campo Alegre de Goiás;2013;;1;5;
Campo Alegre de Goiás;2014;;1;5;
Campo Alegre de Goiás;2015;;1;5;
Campo Alegre de Goiás;2016;;1;5;
Campo Alegre de Goiás;2017;;1;5;
Campo Limpo de Goiás;2002;;1;1;
Campo Limpo de Goiás;2003;;1;1;
Campo Limpo de Goiás;2004;;1;1;
Campo Limpo de Goiás;2005;;1;1;
Campo Limpo de Goiás;2006;;1;1;
Campo Limpo de Goiás;2007;;1;2;
Campo Limpo de Goiás;2008;;1;2;
Campo Limpo de Goiás;2009;;1;2;
Campo Limpo de Goiás;2010;;1;2;
Campo Limpo de Goiás;2011;;1;2;
Campo Limpo de Goiás;2012;;1;2;
Campo Limpo de Goiás;2013;;1;2;
Campo Limpo de Goiás;2014;;1;2;
Campo Limpo de Goiás;2015;;1;2;
Campo Limpo de Goiás;2016;;1;2;
Campo Limpo de Goiás;2017;;1;2;
Campos Belos;2002;;5;8;3
Campos Belos;2003;;5;9;3
Campos Belos;2004;;4;11;2
Campos Belos;2005;;4;11;3
Campos Belos;2006;;4;11;3
Campos Belos;2007;;4;11;3
Campos Belos;2008;;4;11;2
Campos Belos;2009;;4;11;2
Campos Belos;2010;;4;12;2
Campos Belos;2011;;4;12;2
Campos Belos;2012;;4;12;2
Campos Belos;2013;;4;11;2
Campos Belos;2014;;4;11;2
Campos Verdes;2002;;3;11;
Campos Verdes;2003;;3;8;
Campos Verdes;2004;;3;7;
Campos Verdes;2005;;3;7;
Campos Verdes;2006;;3;6;
Campos Verdes;2007;;3;4;
Campos Verdes;2008;;3;4;
Campos Verdes;2009;;3;4;
Campos Verdes;2010;;3;4;
Campos Verdes;2011;;3;4;
Campos Verdes;2012;;3;3;
Campos Verdes;2013;;3;3;
Campos Verdes;2014;;3;3;
Campos Verdes;2015;;3;3;
Campos Verdes;2016;;3;3;
Campos Verdes;2017;;3;3;
Carmo do Rio Verde;2002;;4;2;1
Carmo do Rio Verde;2003;;2;5;1
Carmo do Rio Verde;2004;;2;5;1
Carmo do Rio Verde;2005;;2;4;
Carmo do Rio Verde;2006;;2;5;
Carmo do Rio Verde;2007;;2;5;1
Carmo do Rio Verde;2008;;2;5;1
Carmo do Rio Verde;2009;;2;5;1
Carmo do Rio Verde;2010;;2;5;1
Carmo do Rio Verde;2011;;2;5;1
Carmo do Rio Verde;2012;;2;5;1
Carmo do Rio Verde;2013;;2;6;1
Carmo do Rio Verde;2014;;2;6;1
Carmo do Rio Verde;2015;;2;6;1
Carmo do Rio Verde;2016;;2;6;1
Carmo do Rio Verde;2017;;2;6;1
Castelândia;2002;;1;3;
Castelândia;2003;;1;3;
Castelândia;2004;;1;3;
Castelândia;2005;;1;3;
Castelândia;2006;;1;3;
Castelândia;2007;;1;3;
Castelândia;2008;;1;3;
Castelândia;2009;;1;3;
Castelândia;2010;;1;3;
Castelândia;2011;;1;3;
Castelândia;2012;;1;3;
Castelândia;2013;;1;3;
Castelândia;2014;;1;2;
Castelândia;2015;;1;2;
Castelândia;2016;;1;2;
Castelândia;2017;;1;2;
Catalão;2002;;19;22;19
Catalão;2003;;16;23;23
Catalão;2004;;16;20;25
Catalão;2005;;16;21;24
Catalão;2006;;16;22;24
Catalão;2007;;16;21;20
Catalão;2008;;16;21;22
Catalão;2009;;17;21;23
Catalão;2010;;17;23;24
Catalão;2011;;16;24;22
Catalão;2012;;16;24;23
Catalão;2013;;17;23;25
Catalão;2014;;17;26;25
Caturaí;2002;;1;3;
Caturaí;2003;;1;3;
Caturaí;2004;;1;3;
Caturaí;2005;;1;1;
Caturaí;2006;;1;2;
Caturaí;2007;;1;1;
Caturaí;2008;;1;1;
Caturaí;2009;;1;1;
Caturaí;2010;;1;1;
Caturaí;2011;;1;1;
Caturaí;2012;;1;1;
Caturaí;2013;;1;1;
Caturaí;2014;;1;1;
Caturaí;2015;;1;1;
Caturaí;2016;;1;1;
Caturaí;2017;;1;1;
Cavalcante;2002;;2;54;1
Cavalcante;2003;;2;49;
Cavalcante;2004;;2;54;
Cavalcante;2005;;2;56;
Cavalcante;2006;;2;53;
Cavalcante;2007;;2;53;
Cavalcante;2008;;2;50;
Cavalcante;2009;;2;42;
Cavalcante;2010;;2;37;
Cavalcante;2011;;2;31;
Cavalcante;2012;;2;32;
Cavalcante;2013;;2;30;
Cavalcante;2014;;2;32;
Cavalcante;2015;;2;26;1
Cavalcante;2016;;2;22;1
Cavalcante;2017;;2;22;1
Cezarina;2002;;2;3;1
Cezarina;2003;;2;3;1
Cezarina;2004;;2;3;1
Cezarina;2005;;2;3;1
Cezarina;2006;;2;3;1
Cezarina;2007;;2;3;1
Cezarina;2008;;2;3;1
Cezarina;2009;;2;3;1
Cezarina;2010;;2;3;1
Cezarina;2011;;2;3;1
Cezarina;2012;;2;3;1
Cezarina;2013;;2;3;1
Cezarina;2014;;2;3;1
Cezarina;2015;;2;3;1
Cezarina;2016;;2;3;1
Cezarina;2017;;2;3;1
Chapadão do Céu;2002;;1;3;2
Chapadão do Céu;2003;;1;3;2
Chapadão do Céu;2004;;1;3;3
Chapadão do Céu;2005;;1;3;3
Chapadão do Céu;2006;;1;3;3
Chapadão do Céu;2007;;1;3;3
Chapadão do Céu;2008;;1;3;3
Chapadão do Céu;2009;;1;3;3
Chapadão do Céu;2010;;1;3;3
Chapadão do Céu;2011;;1;3;3
Chapadão do Céu;2012;;1;3;3
Chapadão do Céu;2013;;1;4;3
Chapadão do Céu;2014;;1;4;3
Chapadão do Céu;2015;;1;4;3
Chapadão do Céu;2016;;1;4;3
Chapadão do Céu;2017;;1;4;3
Cidade Ocidental;2002;;3;10;12
Cidade Ocidental;2003;;3;10;11
Cidade Ocidental;2004;;3;12;9
Cidade Ocidental;2005;;3;11;9
Cidade Ocidental;2006;;3;11;9
Cidade Ocidental;2007;;3;14;10
Cidade Ocidental;2008;;3;14;17
Cidade Ocidental;2009;;3;14;19
Cidade Ocidental;2010;;3;16;13
Cidade Ocidental;2011;;3;17;14
Cidade Ocidental;2012;;3;18;7
Cidade Ocidental;2013;;3;18;14
Cidade Ocidental;2014;;3;18;14
Cidade Ocidental;2015;;3;18;14
Cidade Ocidental;2016;;3;18;16
Cidade Ocidental;2017;;3;18;14
Cocalzinho de Goiás;2002;;2;16;3
Cocalzinho de Goiás;2003;;3;16;2
Cocalzinho de Goiás;2004;;3;16;3
Cocalzinho de Goiás;2005;;3;15;2
Cocalzinho de Goiás;2006;;3;12;1
Cocalzinho de Goiás;2007;;3;11;2
Cocalzinho de Goiás;2008;;3;12;2
Cocalzinho de Goiás;2009;;3;11;2
Cocalzinho de Goiás;2010;;3;10;2
Cocalzinho de Goiás;2011;;3;10;2
Cocalzinho de Goiás;2012;;3;9;2
Cocalzinho de Goiás;2013;;3;8;1
Cocalzinho de Goiás;2014;;3;8;1
Cocalzinho de Goiás;2015;;3;8;1
Cocalzinho de Goiás;2016;;3;6;1
Cocalzinho de Goiás;2017;;3;6;1
Colinas do Sul;2002;;2;7;
Colinas do Sul;2003;;2;7;
Colinas do Sul;2004;;2;6;
Colinas do Sul;2005;;2;7;
Colinas do Sul;2006;;2;6;
Colinas do Sul;2007;;2;6;
Colinas do Sul;2008;;2;5;
Colinas do Sul;2009;;2;4;
Colinas do Sul;2010;;2;4;
Colinas do Sul;2011;;2;4;
Colinas do Sul;2012;;2;3;
Colinas do Sul;2013;;2;2;
Colinas do Sul;2014;;2;2;
Colinas do Sul;2015;;2;3;
Colinas do Sul;2016;;2;3;
Colinas do Sul;2017;;2;3;
Córrego do Ouro;2002;;1;3;
Córrego do Ouro;2003;;1;3;
Córrego do Ouro;2004;;1;3;
Córrego do Ouro;2005;;1;3;
Córrego do Ouro;2006;;1;3;
Córrego do Ouro;2007;;1;3;
Córrego do Ouro;2008;;1;3;
Córrego do Ouro;2009;;1;3;
Córrego do Ouro;2010;;1;3;
Córrego do Ouro;2011;;1;3;
Córrego do Ouro;2012;;1;3;
Córrego do Ouro;2013;;1;3;
Córrego do Ouro;2014;;1;2;
Córrego do Ouro;2015;;1;2;
Córrego do Ouro;2016;;1;2;
Córrego do Ouro;2017;;1;2;
Corumbá de Goiás;2002;;4;23;1
Corumbá de Goiás;2003;;4;18;1
Corumbá de Goiás;2004;;3;17;2
Corumbá de Goiás;2005;;2;16;2
Corumbá de Goiás;2006;;2;18;2
Corumbá de Goiás;2007;;2;14;2
Corumbá de Goiás;2008;;2;14;2
Corumbá de Goiás;2009;;2;13;2
Corumbá de Goiás;2010;;2;12;2
Corumbá de Goiás;2011;;2;10;2
Corumbá de Goiás;2012;;2;10;2
Corumbá de Goiás;2013;;2;10;1
Corumbá de Goiás;2014;;2;9;1
Corumbá de Goiás;2015;;2;8;1
Corumbá de Goiás;2016;;2;8;2
Corumbá de Goiás;2017;;2;8;2
Corumbaíba;2002;;2;8;
Corumbaíba;2003;;2;8;
Corumbaíba;2004;;2;8;
Corumbaíba;2005;;2;8;
Corumbaíba;2006;;2;7;
Corumbaíba;2007;;2;7;
Corumbaíba;2008;;2;6;
Corumbaíba;2009;;2;8;
Corumbaíba;2010;;2;8;
Corumbaíba;2011;;2;7;
Corumbaíba;2012;;2;7;
Corumbaíba;2013;;2;7;
Corumbaíba;2014;;2;7;
Corumbaíba;2015;;2;7;
Corumbaíba;2016;;2;7;
Corumbaíba;2017;;2;8;
Cristalina;2002;;7;23;11
Cristalina;2003;;6;23;11
Cristalina;2004;;7;23;9
Cristalina;2005;;7;22;9
Cristalina;2006;;7;22;7
Cristalina;2007;;6;22;6
Cristalina;2008;;6;22;6
Cristalina;2009;;6;22;7
Cristalina;2010;;6;21;7
Cristalina;2011;;6;20;8
Cristalina;2012;;6;20;8
Cristalina;2013;;6;20;14
Cristalina;2014;;6;21;15
Cristianópolis;2002;;1;2;1
Cristianópolis;2003;;1;2;1
Cristianópolis;2004;;1;2;1
Cristianópolis;2005;;1;2;1
Cristianópolis;2006;;1;2;1
Cristianópolis;2007;;1;2;1
Cristianópolis;2008;;1;2;1
Cristianópolis;2009;;1;2;
Cristianópolis;2010;;1;2;
Cristianópolis;2011;;1;2;
Cristianópolis;2012;;1;2;
Cristianópolis;2013;;1;2;
Cristianópolis;2014;;1;2;
Cristianópolis;2015;;1;3;
Cristianópolis;2016;;1;3;
Cristianópolis;2017;;1;3;
Crixás;2002;;5;18;3
Crixás;2003;;4;13;3
Crixás;2004;;4;12;3
Crixás;2005;;4;11;3
Crixás;2006;;4;11;3
Crixás;2007;;4;10;3
Crixás;2008;;4;11;3
Crixás;2009;;4;11;3
Crixás;2010;;4;11;3
Crixás;2011;;4;11;3
Crixás;2012;;4;12;2
Crixás;2013;;4;12;3
Crixás;2014;;4;12;3
Crixás;2015;;4;12;2
Crixás;2016;;4;12;2
Crixás;2017;;4;12;2
Cromínia;2002;;1;5;
Cromínia;2003;;1;5;
Cromínia;2004;;1;5;
Cromínia;2005;;2;4;
Cromínia;2006;;2;4;
Cromínia;2007;;2;4;
Cromínia;2008;;2;3;
Cromínia;2009;;2;3;
Cromínia;2010;;2;3;
Cromínia;2011;;2;3;
Cromínia;2012;;2;3;
Cromínia;2013;;2;3;
Cromínia;2014;;2;3;
Cromínia;2015;;2;3;
Cromínia;2016;;2;3;
Cromínia;2017;;2;3;
Cumari;2002;;3;2;
Cumari;2003;;2;2;
Cumari;2004;;2;2;
Cumari;2005;;2;2;
Cumari;2006;;2;2;
Cumari;2007;;2;2;
Cumari;2008;;2;2;
Cumari;2009;;2;2;
Cumari;2010;;2;2;
Cumari;2011;;2;2;
Cumari;2012;;2;2;
Cumari;2013;;2;2;
Cumari;2014;;2;2;
Cumari;2015;;2;1;
Cumari;2016;;2;1;
Cumari;2017;;2;1;
Damianópolis;2002;;3;13;
Damianópolis;2003;;3;11;
Damianópolis;2004;;3;11;
Damianópolis;2005;;3;10;
Damianópolis;2006;;3;9;
Damianópolis;2007;;3;6;
Damianópolis;2008;;2;4;
Damianópolis;2009;;2;3;
Damianópolis;2010;;2;3;
Damianópolis;2011;;2;2;
Damianópolis;2012;;2;2;
Damianópolis;2013;;2;2;
Damianópolis;2014;;2;2;
Damianópolis;2015;;2;2;
Damianópolis;2016;;2;2;
Damianópolis;2017;;2;2;
Damolândia;2002;;1;2;
Damolândia;2003;;1;2;
Damolândia;2004;;1;2;
Damolândia;2005;;1;2;
Damolândia;2006;;1;2;
Damolândia;2007;;1;2;
Damolândia;2008;;1;1;
Damolândia;2009;;1;1;
Damolândia;2010;;1;1;
Damolândia;2011;;1;1;
Damolândia;2012;;1;1;
Damolândia;2013;;1;1;
Damolândia;2014;;1;1;
Damolândia;2015;;1;1;
